make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
volkswagen,beetle,2015,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,25,873,24705
volkswagen,beetle,2015,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,25,873,24185
volkswagen,beetle,2015,diesel,150.0,4.0,manual,front_wheel_drive,2.0,"hatchback,diesel",compact,2dr_hatchback,41,31,873,24795
volkswagen,beetle,2015,unleaded,170.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,24,873,23605
volkswagen,beetle,2015,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,25,873,26985
volkswagen,beetle,2016,unleaded,210.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,23,873,25995
volkswagen,beetle,2016,unleaded,210.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,24,873,27095
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,25,873,22450
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,25,873,19795
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,25,873,25975
volkswagen,beetle,2016,unleaded,170.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,24,873,21350
volkswagen,beetle,2016,unleaded,210.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,24,873,27095
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,25,873,19595
volkswagen,beetle,2016,unleaded,210.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,23,873,31450
volkswagen,beetle,2016,unleaded,210.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,23,873,31450
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,25,873,22450
volkswagen,beetle,2016,unleaded,210.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,24,873,32550
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,25,873,25975
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,31,24,873,23995
volkswagen,beetle,2016,unleaded,210.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,24,873,32550
volkswagen,beetle,2016,unleaded,170.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,24,873,21350
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,34,25,873,19795
volkswagen,beetle,2016,unleaded,210.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,23,873,25995
volkswagen,beetle,2016,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,31,24,873,23995
volkswagen,beetle,2017,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,24,873,20475
volkswagen,beetle,2017,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,24,873,19995
volkswagen,beetle,2017,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,31,24,873,23995
volkswagen,beetle,2017,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,24,873,21890
volkswagen,beetle,2017,unleaded,210.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,29,23,873,32550
volkswagen,beetle,2017,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,24,873,25975
volkswagen,beetle,2017,unleaded,170.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,24,873,22450
chevrolet,beretta,1994,unleaded,170.0,4.0,manual,front_wheel_drive,2.0,performance,compact,coupe,27,18,1385,2000
chevrolet,beretta,1994,unleaded,120.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,coupe,31,22,1385,2000
chevrolet,beretta,1995,unleaded,120.0,4.0,manual,front_wheel_drive,2.0,crossover,midsize,coupe,33,21,1385,2000
chevrolet,beretta,1995,unleaded,160.0,6.0,automatic,front_wheel_drive,2.0,performance,midsize,coupe,27,18,1385,2000
chevrolet,beretta,1996,unleaded,120.0,4.0,manual,front_wheel_drive,2.0,crossover,midsize,coupe,33,22,1385,2000
chevrolet,beretta,1996,unleaded,155.0,6.0,automatic,front_wheel_drive,2.0,performance,midsize,coupe,27,18,1385,2000
chevrolet,black_diamond_avalanche,2013,flex_fuel,320.0,8.0,automatic,four_wheel_drive,4.0,"crossover,flex_fuel",large,crew_cab_pickup,21,15,1385,39030
chevrolet,black_diamond_avalanche,2013,flex_fuel,320.0,8.0,automatic,four_wheel_drive,4.0,"crossover,flex_fuel",large,crew_cab_pickup,21,15,1385,41675
chevrolet,black_diamond_avalanche,2013,flex_fuel,320.0,8.0,automatic,rear_wheel_drive,4.0,"crossover,flex_fuel",large,crew_cab_pickup,21,15,1385,44580
chevrolet,black_diamond_avalanche,2013,flex_fuel,320.0,8.0,automatic,rear_wheel_drive,4.0,"crossover,flex_fuel",large,crew_cab_pickup,21,15,1385,38625
chevrolet,black_diamond_avalanche,2013,flex_fuel,320.0,8.0,automatic,four_wheel_drive,4.0,"crossover,flex_fuel",large,crew_cab_pickup,21,15,1385,47885
chevrolet,black_diamond_avalanche,2013,flex_fuel,320.0,8.0,automatic,rear_wheel_drive,4.0,"crossover,flex_fuel",large,crew_cab_pickup,21,15,1385,35980
lincoln,blackwood,2002,unleaded,300.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,crew_cab_pickup,15,11,61,51785
chevrolet,blazer,2003,unleaded,190.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,20,14,1385,20745
chevrolet,blazer,2003,unleaded,190.0,6.0,manual,four_wheel_drive,2.0,crossover,compact,2dr_suv,18,13,1385,23745
chevrolet,blazer,2003,unleaded,190.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,21,15,1385,24695
chevrolet,blazer,2003,unleaded,190.0,6.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,17,13,1385,26695
chevrolet,blazer,2003,unleaded,190.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,20,14,1385,22845
chevrolet,blazer,2004,unleaded,190.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,19,14,1385,25230
chevrolet,blazer,2004,unleaded,190.0,6.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,17,13,1385,27230
chevrolet,blazer,2004,unleaded,190.0,6.0,manual,four_wheel_drive,2.0,crossover,compact,2dr_suv,18,13,1385,24055
chevrolet,blazer,2004,unleaded,190.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,19,14,1385,23255
chevrolet,blazer,2004,unleaded,190.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,19,14,1385,21055
chevrolet,blazer,2005,unleaded,190.0,6.0,manual,four_wheel_drive,2.0,crossover,compact,2dr_suv,17,13,1385,24305
chevrolet,blazer,2005,unleaded,190.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,20,14,1385,21305
chevrolet,blazer,2005,unleaded,190.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,20,15,1385,25480
chevrolet,blazer,2005,unleaded,190.0,6.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,18,14,1385,27480
pontiac,bonneville,2003,unleaded,205.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,sedan,27,17,210,26695
pontiac,bonneville,2003,unleaded,205.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,sedan,27,17,210,29670
pontiac,bonneville,2003,unleaded,240.0,6.0,automatic,front_wheel_drive,4.0,performance,large,sedan,25,16,210,34020
pontiac,bonneville,2004,unleaded,205.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,sedan,27,18,210,27185
pontiac,bonneville,2004,unleaded,275.0,8.0,automatic,front_wheel_drive,4.0,performance,large,sedan,22,15,210,35270
pontiac,bonneville,2004,unleaded,205.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,sedan,27,18,210,30035
pontiac,bonneville,2005,unleaded,275.0,8.0,automatic,front_wheel_drive,4.0,performance,large,sedan,22,15,210,35585
pontiac,bonneville,2005,unleaded,205.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,sedan,27,18,210,30350
pontiac,bonneville,2005,unleaded,205.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,sedan,27,18,210,27965
kia,borrego,2009,unleaded,337.0,8.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,22,15,1720,30995
kia,borrego,2009,unleaded,276.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,21,17,1720,27995
kia,borrego,2009,unleaded,276.0,6.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,21,16,1720,29995
kia,borrego,2009,unleaded,276.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,21,17,1720,26245
kia,borrego,2009,unleaded,337.0,8.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,20,15,1720,39995
kia,borrego,2009,unleaded,337.0,8.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,22,15,1720,37995
kia,borrego,2009,unleaded,337.0,8.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,20,15,1720,32995
kia,borrego,2009,unleaded,337.0,8.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,20,15,1720,30995
kia,borrego,2009,unleaded,276.0,6.0,automatic,four_wheel_drive,4.0,crossover,midsize,4dr_suv,21,16,1720,28295
porsche,boxster,2014,unleaded,315.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,28,20,1715,62100
porsche,boxster,2014,unleaded,265.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,30,20,1715,50400
porsche,boxster,2015,unleaded,315.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,28,20,1715,63300
porsche,boxster,2015,unleaded,265.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,30,20,1715,51400
porsche,boxster,2016,unleaded,315.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,28,20,1715,63900
porsche,boxster,2016,unleaded,265.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,30,20,1715,52100
oldsmobile,bravada,2002,unleaded,270.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,19,14,26,34745
oldsmobile,bravada,2002,unleaded,270.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,20,14,26,32215
oldsmobile,bravada,2002,unleaded,270.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,20,14,26,32660
oldsmobile,bravada,2003,unleaded,275.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,20,14,26,33395
oldsmobile,bravada,2003,unleaded,275.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,19,13,26,35345
oldsmobile,bravada,2004,unleaded,275.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,19,14,26,33920
oldsmobile,bravada,2004,unleaded,275.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,19,14,26,35870
plymouth,breeze,1998,unleaded,132.0,4.0,manual,front_wheel_drive,4.0,crossover,midsize,sedan,33,23,535,2000
plymouth,breeze,1998,unleaded,132.0,4.0,manual,front_wheel_drive,4.0,crossover,midsize,sedan,33,23,535,2000
plymouth,breeze,1999,unleaded,132.0,4.0,manual,front_wheel_drive,4.0,crossover,midsize,sedan,33,23,535,2000
plymouth,breeze,1999,unleaded,132.0,4.0,manual,front_wheel_drive,4.0,crossover,midsize,sedan,33,23,535,2000
plymouth,breeze,2000,unleaded,132.0,4.0,manual,front_wheel_drive,4.0,crossover,midsize,sedan,34,23,535,2000
ford,bronco_ii,1990,unleaded,140.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,20,16,5657,2000
ford,bronco_ii,1990,unleaded,140.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,20,16,5657,2000
ford,bronco_ii,1990,unleaded,140.0,6.0,manual,four_wheel_drive,2.0,crossover,compact,2dr_suv,20,15,5657,2000
ford,bronco_ii,1990,unleaded,140.0,6.0,manual,four_wheel_drive,2.0,crossover,compact,2dr_suv,20,15,5657,2000
ford,bronco_ii,1990,unleaded,140.0,6.0,manual,four_wheel_drive,2.0,crossover,compact,2dr_suv,20,15,5657,2000
ford,bronco_ii,1990,unleaded,140.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,20,16,5657,2000
ford,bronco_ii,1990,unleaded,140.0,6.0,manual,four_wheel_drive,2.0,crossover,compact,2dr_suv,20,15,5657,2000
ford,bronco_ii,1990,unleaded,140.0,6.0,manual,rear_wheel_drive,2.0,crossover,compact,2dr_suv,20,16,5657,2000
ford,bronco,1994,unleaded,185.0,8.0,manual,four_wheel_drive,2.0,crossover,midsize,2dr_suv,16,12,5657,2308
ford,bronco,1994,unleaded,185.0,8.0,automatic,four_wheel_drive,2.0,crossover,midsize,2dr_suv,17,12,5657,2585
ford,bronco,1994,unleaded,185.0,8.0,manual,four_wheel_drive,2.0,crossover,midsize,2dr_suv,16,12,5657,2396
ford,bronco,1995,unleaded,205.0,8.0,manual,four_wheel_drive,2.0,crossover,midsize,2dr_suv,16,12,5657,2620
ford,bronco,1995,unleaded,205.0,8.0,automatic,four_wheel_drive,2.0,crossover,midsize,2dr_suv,17,12,5657,2872
ford,bronco,1995,unleaded,205.0,8.0,manual,four_wheel_drive,2.0,crossover,midsize,2dr_suv,16,12,5657,2474
ford,bronco,1996,unleaded,199.0,8.0,manual,four_wheel_drive,2.0,crossover,midsize,2dr_suv,16,13,5657,2774
ford,bronco,1996,unleaded,199.0,8.0,manual,four_wheel_drive,2.0,crossover,midsize,2dr_suv,16,13,5657,2996
ford,bronco,1996,unleaded,199.0,8.0,automatic,four_wheel_drive,2.0,crossover,midsize,2dr_suv,16,11,5657,3248
cadillac,brougham,1990,unleaded,140.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,sedan,22,15,1624,2000
cadillac,brougham,1990,unleaded,140.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,sedan,22,15,1624,2000
cadillac,brougham,1991,unleaded,170.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,sedan,23,15,1624,2000
cadillac,brougham,1992,unleaded,170.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,sedan,23,15,1624,2000
subaru,brz,2015,unleaded,200.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,30,22,640,29490
subaru,brz,2015,unleaded,200.0,4.0,automatic,rear_wheel_drive,2.0,performance,compact,coupe,34,25,640,28795
subaru,brz,2015,unleaded,200.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,30,22,640,25695
subaru,brz,2015,unleaded,200.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,30,22,640,27695
subaru,brz,2016,unleaded,200.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,30,22,640,27395
subaru,brz,2016,unleaded,200.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,30,22,640,27690
subaru,brz,2016,unleaded,200.0,4.0,automatic,rear_wheel_drive,2.0,performance,compact,coupe,34,25,640,28495
subaru,brz,2016,unleaded,200.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,30,22,640,25395
subaru,brz,2017,unleaded,200.0,4.0,automatic,rear_wheel_drive,2.0,performance,compact,coupe,33,24,640,28745
subaru,brz,2017,unleaded,205.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,29,21,640,29695
subaru,brz,2017,unleaded,205.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,29,21,640,25495
subaru,brz,2017,unleaded,205.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,29,21,640,27645
mercedes-benz,c-class,2015,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,24,617,40400
mercedes-benz,c-class,2015,unleaded,302.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",compact,coupe,27,19,617,46050
mercedes-benz,c-class,2015,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,27,19,617,42575
mercedes-benz,c-class,2015,unleaded,451.0,8.0,automatic,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",compact,coupe,19,13,617,62950
mercedes-benz,c-class,2015,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,25,617,38400
mercedes-benz,c-class,2015,unleaded,302.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",compact,coupe,28,20,617,44050
mercedes-benz,c-class,2015,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,24,617,41050
mercedes-benz,c-class,2015,unleaded,329.0,6.0,automatic,all_wheel_drive,4.0,"luxury,high-performance",midsize,sedan,29,21,617,48590
mercedes-benz,c-class,2015,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,25,617,39050
mercedes-benz,c-class,2015,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,25,617,40575
mercedes-benz,c-class,2015,unleaded,469.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,25,18,617,63900
mercedes-benz,c-class,2015,unleaded,201.0,4.0,automatic,rear_wheel_drive,2.0,luxury,compact,coupe,31,22,617,39400
mercedes-benz,c-class,2016,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,24,617,43125
mercedes-benz,c-class,2016,unleaded,362.0,6.0,automatic,all_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,29,21,617,50800
mercedes-benz,c-class,2016,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,25,617,41125
mercedes-benz,c-class,2016,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,24,617,41275
mercedes-benz,c-class,2016,unleaded,469.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,25,18,617,65250
mercedes-benz,c-class,2016,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,25,617,38950
mercedes-benz,c-class,2016,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,25,617,39275
mercedes-benz,c-class,2016,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,24,617,40950
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,24,617,39850
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,24,617,39500
mercedes-benz,c-class,2017,unleaded,362.0,6.0,automatic,all_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,29,21,617,52000
mercedes-benz,c-class,2017,unleaded,469.0,8.0,automatic,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",midsize,coupe,23,17,617,67000
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,24,617,41675
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,all_wheel_drive,2.0,luxury,midsize,coupe,31,24,617,44650
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,rear_wheel_drive,2.0,luxury,midsize,coupe,30,23,617,42650
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,24,617,43675
mercedes-benz,c-class,2017,unleaded,469.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,24,18,617,65200
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,24,617,41500
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,24,617,41850
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,all_wheel_drive,2.0,luxury,midsize,convertible,29,22,617,52900
mercedes-benz,c-class,2017,unleaded,241.0,4.0,automatic,rear_wheel_drive,2.0,luxury,midsize,convertible,31,23,617,50900
volvo,c30,2011,unleaded,227.0,5.0,manual,front_wheel_drive,2.0,"hatchback,luxury",compact,2dr_hatchback,29,21,870,24700
volvo,c30,2011,unleaded,227.0,5.0,manual,front_wheel_drive,2.0,"hatchback,luxury,performance",compact,2dr_hatchback,29,21,870,27100
volvo,c30,2012,unleaded,227.0,5.0,manual,front_wheel_drive,2.0,"hatchback,luxury,performance",compact,2dr_hatchback,29,21,870,27450
volvo,c30,2012,unleaded,227.0,5.0,manual,front_wheel_drive,2.0,"hatchback,luxury",compact,2dr_hatchback,29,21,870,24950
volvo,c30,2013,unleaded,227.0,5.0,manual,front_wheel_drive,2.0,"hatchback,luxury",compact,2dr_hatchback,29,21,870,25500
volvo,c30,2013,unleaded,227.0,5.0,manual,front_wheel_drive,2.0,"hatchback,luxury,performance",compact,2dr_hatchback,29,21,870,27850
mercedes-benz,c36_amg,1995,unleaded,268.0,6.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,performance",compact,sedan,20,16,617,3555
mercedes-benz,c36_amg,1996,unleaded,276.0,6.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,performance",compact,sedan,20,16,617,3996
mercedes-benz,c36_amg,1997,unleaded,276.0,6.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,performance",compact,sedan,22,16,617,4330
mercedes-benz,c43_amg,1998,unleaded,302.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,performance",compact,sedan,21,16,617,4472
mercedes-benz,c43_amg,1999,unleaded,302.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,performance",compact,sedan,21,16,617,4661
mercedes-benz,c43_amg,2000,unleaded,302.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,performance",compact,sedan,21,16,617,5739
volvo,c70,2011,unleaded,227.0,5.0,automatic,front_wheel_drive,2.0,luxury,compact,convertible,28,19,870,39950
volvo,c70,2012,unleaded,227.0,5.0,automatic,front_wheel_drive,2.0,luxury,compact,convertible,28,18,870,40450
volvo,c70,2013,unleaded,227.0,5.0,automatic,front_wheel_drive,2.0,luxury,compact,convertible,28,19,870,41200
audi,cabriolet,1996,unleaded,172.0,6.0,automatic,front_wheel_drive,2.0,luxury,compact,convertible,22,17,3105,2631
audi,cabriolet,1997,unleaded,172.0,6.0,automatic,front_wheel_drive,2.0,luxury,compact,convertible,22,17,3105,2837
audi,cabriolet,1998,unleaded,172.0,6.0,automatic,front_wheel_drive,2.0,luxury,compact,convertible,22,17,3105,3137
volkswagen,cabriolet,1991,unleaded,94.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,29,22,873,2000
volkswagen,cabriolet,1992,unleaded,94.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,29,22,873,2000
volkswagen,cabriolet,1992,unleaded,94.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,29,22,873,2000
volkswagen,cabriolet,1992,unleaded,94.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,29,22,873,2000
volkswagen,cabriolet,1993,unleaded,94.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,27,21,873,2000
volkswagen,cabriolet,1993,unleaded,94.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,27,21,873,2000
volkswagen,cabrio,2000,unleaded,115.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,28,21,873,2473
volkswagen,cabrio,2000,unleaded,115.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,28,21,873,2568
volkswagen,cabrio,2001,unleaded,115.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,28,21,873,19600
volkswagen,cabrio,2001,unleaded,115.0,4.0,automatic,front_wheel_drive,2.0,crossover,compact,convertible,26,20,873,23175
volkswagen,cabrio,2001,unleaded,115.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,28,21,873,22300
volkswagen,cabrio,2001,unleaded,115.0,4.0,automatic,front_wheel_drive,2.0,crossover,compact,convertible,26,20,873,20475
volkswagen,cabrio,2001,unleaded,115.0,4.0,automatic,front_wheel_drive,2.0,crossover,compact,convertible,26,20,873,21475
volkswagen,cabrio,2001,unleaded,115.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,28,21,873,20600
volkswagen,cabrio,2002,unleaded,115.0,4.0,automatic,front_wheel_drive,2.0,crossover,compact,convertible,27,20,873,21475
volkswagen,cabrio,2002,unleaded,115.0,4.0,automatic,front_wheel_drive,2.0,crossover,compact,convertible,27,20,873,23175
volkswagen,cabrio,2002,unleaded,115.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,28,21,873,22300
volkswagen,cabrio,2002,unleaded,115.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,28,21,873,20600
volkswagen,cabrio,2002,unleaded,115.0,4.0,manual,front_wheel_drive,2.0,crossover,compact,convertible,28,21,873,19600
volkswagen,cabrio,2002,unleaded,115.0,4.0,automatic,front_wheel_drive,2.0,crossover,compact,convertible,27,20,873,20475
kia,cadenza,2015,unleaded,293.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,19,1720,34900
kia,cadenza,2015,unleaded,293.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,19,1720,43800
kia,cadenza,2016,unleaded,293.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,19,1720,44090
kia,cadenza,2016,unleaded,293.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,19,1720,35990
kia,cadenza,2016,unleaded,293.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,19,1720,32990
kia,cadenza,2017,unleaded,290.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,20,1720,38990
kia,cadenza,2017,unleaded,290.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,20,1720,31990
kia,cadenza,2017,unleaded,290.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,20,1720,44390
dodge,caliber,2010,unleaded,158.0,4.0,manual,front_wheel_drive,4.0,crossover,compact,wagon,31,23,1851,18740
